Timestamp,Title,Duration,Duration (s),Type,Movie ID,Top Node ID,Device Type,Country
2018-10-04T20:26:55.714Z,"(Des)encanto - Parte 1: 'Uma princesa, um elfo e um diabo entram num bar'",36:28,2188,Serie,80117711,80095697,1741,BR
2016-07-11T05:01:48.751Z,10 coisas que eu odeio em você,01:37:00,5820,Movie,21059770,21059770,0,BR
2018-11-02T01:03:27.789Z,10 jours en or,01:36:38,5798,Movie,80178940,80178940,953,BR
2017-04-08T21:37:37.506Z,"13 Reasons Why - Temporada 1: 'Fita 1, Lado A'",54:05,3245,Serie,80117471,80117470,0,BR
