0,2018-10-04T20:26:55.714Z,"(Des)encanto - Parte 1: 'Uma princesa, um elfo e um diabo entram num bar'",n,36:28,2188,Serie,80117711,80095697,1741,BR,Ze,"Fantasy TV Shows, TV Comedies, US TV Shows, TV Action & Adventure"
1,2016-07-11T05:01:48.751Z,10 coisas que eu odeio em você,n,01:37:00,5820,Movie,21059770,21059770,0,BR,Ze,
0,2020-05-04T01:30:59.517Z,100 Humans - Season 1: 'What Makes Us Attractive?',n,38:10,2290,Serie,80243481,80215997,1223,BR,Malu,"Science & Nature Docs, Social & Cultural Docs, Science & Nature TV, US TV Shows, Docuseries"
16,2016-12-01T19:55:10.905Z,3% - Temporada 1: 'Capítulo 01: Cubos',n,49:51,2991,Serie,80074184,80074220,0,BR,Ze,"Sci-Fi TV, Political TV Shows, Brazilian TV Shows, TV Dramas"
17,2016-12-03T23:46:25.368Z,3% - Temporada 1: 'Capítulo 02: Moedas',n,47:22,2842,Serie,80074185,80074220,0,BR,Ze,"Sci-Fi TV, Political TV Shows, Brazilian TV Shows, TV Dramas"
